case_id,split,id_unico,DECLARACION,SERIE,Clase,Partida,Sub Partida,NANDINA,NANDINA ORIGINAL,DESCRIPCION DE PARTIDA ARANCELARIA,DESCRIPCION DE MERCANCIAS 1,DESCRIPCION DE MERCANCIAS 2,DESCRIPCION DE MERCANCIAS 3,DESCRIPCION DE MERCANCIAS 4,DESCRIPCION DE MERCANCIAS 5,DESCRIPCION DE MERCANCIAS CONCATENADA,FECHA NUMERACION,SUJETO A,1.1. ADUANA,1.2.- DECLARANTE,1.3. IMPORTADOR,1.5.- DIRECCION,3.1. AD/VALOREM - CANTIDAD A PAGAR $,3.1. AD/VALOREM - LIBERACION $,3.1. AD/VALOREM - LIQUIDACION $,3.1. MONEDA,3.11 TOTAL LIQUIDACION - CANTIDAD A PAGAR $,3.2. DERECHO ESPECIFICO - CANTIDAD A PAGAR $,3.2. DERECHO ESPECIFICO - LIBERACION $,3.2. DERECHO ESPECIFICO - LIQUIDACION $,3.2.- FEC.CARTA CRED,3.2.- FORMA DE PAGO,3.3. IMP. SELECTIVO CONSUMO - CANTIDAD A PAGAR $,3.3. IMP. SELECTIVO CONSUMO - LIBERACION $,3.3. IMP. SELECTIVO CONSUMO - LIQUIDACION $,3.3. PLAZO,3.4. ENT.FINANC.,3.4. IMP. PROMOCION MUNICIPAL - CANTIDAD A PAGAR $,3.4. IMP. PROMOCION MUNICIPAL - LIBERACION $,3.4. IMP. PROMOCION MUNICIPAL - LIQUIDACION $,3.5. IMP. GENERAL A LA VENTA - CANTIDAD A PAGAR $,3.5. IMP. GENERAL A LA VENTA - LIBERACION $,3.5. IMP. GENERAL A LA VENTA - LIQUIDACION $,3.6. DERECHO ANTIDUMPING - CANTIDAD A PAGAR $,3.6. DERECHO ANTIDUMPING - LIBERACION $,3.6. DERECHO ANTIDUMPING - LIQUIDACION $,3.7. TASA SERVICIO DESPACHO - CANTIDAD A PAGAR $,3.7. TASA SERVICIO DESPACHO - LIBERACION $,3.7. TASA SERVICIO DESPACHO - LIQUIDACION $,3.8. RECARGO NUMERACION - CANTIDAD A PAGAR $,3.8. RECARGO NUMERACION - LIBERACION $,3.8. RECARGO NUMERACION - LIQUIDACION $,3.9. SOBRETASA ADICIONAL - CANTIDAD A PAGAR $,3.9. SOBRETASA ADICIONAL - LIBERACION $,3.9. SOBRETASA ADICIONAL - LIQUIDACION $,4.1. MANIFIESTO,4.2 MODO,4.3. EMPRESA,4.4. FEC.LLEGADA,5.1. TERMINAL,5.10 RES.EXO.NUM.,5.12 TOTAL SERIES,5.13 TIPO TRATAMIENTO,5.5. TOTAL PESO NETO (KG),5.6. TOTAL PESO BRUTO(KG),5.7. TOTAL CANTIDAD BULTOS,5.8. TOTAL UNIDADES FISICAS,5.9. UNIDADES COMERCIALES,6.1. FOB - MONEDA TRANSACCION,6.1. FOB - TOTAL DOLARES (US$),6.2. FLETE - TOTAL DOLARES (US$),6.4. SEGURO - TOTAL DOLARES (US$),6.5. CIF - TOTAL DOLARES (US$),ADV $,BANCO DE CANCELACION,CANT. BULTOS,CLASE,COD. LIBER.,DECL.PREC.,ESTADO,FEC.EMB.,FECHA CANCELACION,FLETE,FOB US $,GUIA AEREA O B/L,IGV $,IPM $,ISC $,MONEDA TRANSC.,NABANDINA,PAIS ADQUISICION,PAIS ORIGEN,PESO BRUTO (KG),PESO NETO (KG),PUERTO EMBARQUE,SEGURO,TIPO U.C.,TRATO PREF. NAC.,TRATO PREF.INT.,ULTIMO DIA DE PAGO,UNIDADES COMERCIALES,UNIDADES FISICAS U.F.,__record_id,__dam_index,__series_index,__source_file,__sheet_name,__dam_row_start,__dam_row_end,__detail_table_index,__series_row_start,__series_row_end,__parse_warnings
DA-HIST-00001,historico,118-2026-10-000136-00-1,118-2026-10-000136-00,1,87,8703,870324,87032410,87.03.24.10.00,- - - Camperos (4 x 4),"M1,NISSAN,MURANO VE:SL,2024","CA:SUV,C1:AZUL,CO:GASOLINA,SN:0","NC:6,CC:3500,CH/VIN:5N1AZ2CJ3RC101423,MO:VQ35754666W","AS:5,FR:4X2,TT:AUT,PA:4,PM: 191.00@6000.00,PB:2318,PN:1770,CU:548","BSA,LET, ,KM:24597.00,TE:ENCENDIDO POR CHISPA LA:4850,AN:1850,AL:1720, NR:4,AR:55/20, 55","M1,NISSAN,MURANO VE:SL,2024 CA:SUV,C1:AZUL,CO:GASOLINA,SN:0 NC:6,CC:3500,CH/VIN:5N1AZ2CJ3RC101423,MO:VQ35754666W AS:5,FR:4X2,TT:AUT,PA:4,PM: 191.00@6000.00,PB:2318,PN:1770,CU:548 BSA,LET, ,KM:24597.00,TE:ENCENDIDO POR CHISPA LA:4850,AN:1850,AL:1720, NR:4,AR:55/20, 55",2026-01-02,DOCUMENTARIO,MARITIMA DEL CALLAO 118,MP AGENTES DE ADUANAS S.A.C. 9664,No Disponible - Ley 29733 No Disponible - Ley 29733,No Disponible - Ley 29733,0,2256,2256,00:00:00,0,0,0,0,,1:PAGO AL CONTADO,0,15944,15944,0,099:OTROS,0,1116,1116,0,8929,8929,0,0,0,0,0,0,0,0,0,0,0,0,2025-2699,0,SKY AIRLINE PERU S.A.C.5030,2025-11-19,CISTERNA DEL MAR S.A.C. 4406,0-,1,NORMAL 1,1740,1740,1,1,1,0,36000,1063.33,540,37603.33,0,118,1,VEI,"4443-VEHICULO:INCENTIV.MIGRAN.-LEYES-28182,30001,31827-32722",- - -,20,2025-10-30,2026-01-02,1063.33,36000,MAEU260931746,0,0,0,36000,0,US-UNITED STATES,US-UNITED STATES,1740,1740,USPEF-PORT EVERGLADES,540,U,0-,0-,2026-01-02,1,1.00 U,118-2026-10-000136-00-1,35,1,data\Series - Descripciones.xlsx,Hoja2,6859,6914,1,6902,6914,
DA-HIST-00002,historico,118-2026-10-000960-00-1,118-2026-10-000960-00,1,87,8703,870322,87032290,87.03.22.90.20,- - - - Los demás ensamblados,M1 MULTIPROPOSITO TOYOTA AVANZA 1.5 MT AÑO 2026 W101LE-LMGFX,"C1:GRIS OSCURO METALICO, CO:GASOLINA, SN:0, NR:4, AR:15/6, N1:185/65R15, DE:2750","NC:4, CC:1496, CH:MHFAB1BY0T3172401, VI:MHFAB1BY0T3172401, MO:2NRY570030","AS:7, EJ:2, FR:4X2, TT:MEC, PA:6, PM:78@6000","ACD, LET, BSA, DAS, EEL, PEL, KLM:35, LA:4395, AN:1730, AL:1665","M1 MULTIPROPOSITO TOYOTA AVANZA 1.5 MT AÑO 2026 W101LE-LMGFX C1:GRIS OSCURO METALICO, CO:GASOLINA, SN:0, NR:4, AR:15/6, N1:185/65R15, DE:2750 NC:4, CC:1496, CH:MHFAB1BY0T3172401, VI:MHFAB1BY0T3172401, MO:2NRY570030 AS:7, EJ:2, FR:4X2, TT:MEC, PA:6, PM:78@6000 ACD, LET, BSA, DAS, EEL, PEL, KLM:35, LA:4395, AN:1730, AL:1665",2026-01-02,DOCUMENTARIO,MARITIMA DEL CALLAO 118,TLI ADUANAS S.A.C. 4920,4-20100132592 TOYOTA DEL PERU S A,"AV. SANTO TORIBIO NRO. 173 INT. PI14 (VIA CENTRAL 125, TORRE REAL 8 OF.1401-02) LIMA - LIMA - SAN ISIDRO",654,0,654,00:00:00,3758,0,0,0,,1:PAGO AL CONTADO,867,0,867,0,099:OTROS,249,0,249,1988,0,1988,0,0,0,0,0,0,0,0,0,0,0,0,2025-3367,0,,2026-01-10,,0-,1,NORMAL 1,1115,1115,1,1,1,0,9236.86,1663.27,3.87,10904,654.24,009BCO.SCOTIABANK PERU SAA (ANTES WIESE SUDAMERIS),1,VEI,0-,- - -,10,2025-11-21,2026-01-07,1663.27,9236.86,KKLUJKT449679,1988.02,248.5,866.87,9236.86,0,SG-SINGAPORE,ID-INDONESIA,1115,1115,"IDJKT-JAKARTA, JAVA",3.87,U,0-,0-,2999-12-31,1,1.00 U,118-2026-10-000960-00-1,21,1,data\Series - Descripciones.xlsx,Hoja2,6075,6130,1,6118,6130,
DA-HIST-00003,historico,118-2026-10-001566-00-1,118-2026-10-001566-00,1,87,8703,870322,87032290,87.03.22.90.20,- - - - Los demás ensamblados,M1 SUV TOYOTA RUSH 1.5 FULL MT AÑO 2026 F800LE-GMMF,"C1:BLANCO, CO:GASOLINA, SN:0, NR:4, AR:16/7, N1:215/65R16, DE:2685","NC:4, CC:1496, CH:MHKE8FE20TK033122, VI:MHKE8FE20TK033122, MO:2NR4E96988","AS:7, EJ:2, FR:4X2, TT:MEC, PA:6, PM:76@6000","ACD, LET, ARA, CLM, BSA, DAS, EEL, PEL, KLM:35, LA:4435, AN:1695, AL:1705","M1 SUV TOYOTA RUSH 1.5 FULL MT AÑO 2026 F800LE-GMMF C1:BLANCO, CO:GASOLINA, SN:0, NR:4, AR:16/7, N1:215/65R16, DE:2685 NC:4, CC:1496, CH:MHKE8FE20TK033122, VI:MHKE8FE20TK033122, MO:2NR4E96988 AS:7, EJ:2, FR:4X2, TT:MEC, PA:6, PM:76@6000 ACD, LET, ARA, CLM, BSA, DAS, EEL, PEL, KLM:35, LA:4435, AN:1695, AL:1705",2026-01-02,DOCUMENTARIO,MARITIMA DEL CALLAO 118,TLI ADUANAS S.A.C. 4920,4-20100132592 TOYOTA DEL PERU S A,"AV. SANTO TORIBIO NRO. 173 INT. PI14 (VIA CENTRAL 125, TORRE REAL 8 OF.1401-02) LIMA - LIMA - SAN ISIDRO",750,0,750,00:00:00,4309,0,0,0,,1:PAGO AL CONTADO,994,0,994,0,099:OTROS,285,0,285,2280,0,2280,0,0,0,0,0,0,0,0,0,0,0,0,2025-3367,0,,2026-01-10,,0-,1,NORMAL 1,1280,1280,1,1,1,0,10819.62,1683.9,4.48,12508,750.48,009BCO.SCOTIABANK PERU SAA (ANTES WIESE SUDAMERIS),1,VEI,0-,- - -,10,2025-11-21,2026-01-06,1683.9,10819.62,KKLUJKT449705,2280.46,285.06,994.39,10819.62,0,SG-SINGAPORE,ID-INDONESIA,1280,1280,"IDJKT-JAKARTA, JAVA",4.48,U,0-,0-,2999-12-31,1,1.00 U,118-2026-10-001566-00-1,13,1,data\Series - Descripciones.xlsx,Hoja2,5483,5538,1,5526,5538,
DA-HIST-00004,historico,118-2026-10-001787-00-1,118-2026-10-001787-00,1,87,8703,870322,87032290,87.03.22.90.20,- - - - Los demás ensamblados,M1 SUV TOYOTA RAIZE 1.2 MID CVT AÑO 2026 A251LA-GBXF,"C1:GRIS OSCURO METALICO, CO:GASOLINA, SN:0, NR:4, AR:16/7, N1:205/65R16, DE:2525","NC:3, CC:1198, CH:MHKAB1BA5TJ144576, VI:MHKAB1BA5TJ144576, MO:WAA210899","AS:5, EJ:2, FR:4X2, TT:CVT, PA:4, PM:65@6000","ACD, LET, ARA, BSA, CRT, DAS, EAV, EEL, PEL, KLM:35, LA:4030, AN:1710, AL:1605","M1 SUV TOYOTA RAIZE 1.2 MID CVT AÑO 2026 A251LA-GBXF C1:GRIS OSCURO METALICO, CO:GASOLINA, SN:0, NR:4, AR:16/7, N1:205/65R16, DE:2525 NC:3, CC:1198, CH:MHKAB1BA5TJ144576, VI:MHKAB1BA5TJ144576, MO:WAA210899 AS:5, EJ:2, FR:4X2, TT:CVT, PA:4, PM:65@6000 ACD, LET, ARA, BSA, CRT, DAS, EAV, EEL, PEL, KLM:35, LA:4030, AN:1710, AL:1605",2026-01-02,DOCUMENTARIO,MARITIMA DEL CALLAO 118,TLI ADUANAS S.A.C. 4920,4-20100132592 TOYOTA DEL PERU S A,"AV. SANTO TORIBIO NRO. 173 INT. PI14 (VIA CENTRAL 125, TORRE REAL 8 OF.1401-02) LIMA - LIMA - SAN ISIDRO",686,0,686,00:00:00,3582,0,0,0,,1:PAGO AL CONTADO,606,0,606,0,099:OTROS,254,0,254,2036,0,2036,0,0,0,0,0,0,0,0,0,0,0,0,2025-3367,0,,2026-01-10,,0-,1,NORMAL 1,1025,1025,1,1,1,0,9947.68,1480.26,4.06,11432,685.92,009BCO.SCOTIABANK PERU SAA (ANTES WIESE SUDAMERIS),1,VEI,0-,- - -,10,2025-11-21,2026-01-06,1480.26,9947.68,KKLUJKT449708,2035.81,254.48,605.9,9947.68,0,SG-SINGAPORE,ID-INDONESIA,1025,1025,"IDJKT-JAKARTA, JAVA",4.06,U,0-,0-,2999-12-31,1,1.00 U,118-2026-10-001787-00-1,23,1,data\Series - Descripciones.xlsx,Hoja2,6187,6242,1,6230,6242,
DA-HIST-00005,historico,118-2026-10-002384-00-1,118-2026-10-002384-00,1,87,8703,870322,87032290,87.03.22.90.20,- - - - Los demás ensamblados,"M1,MARCA:DFSK,MODELO:FENGON 580 MC,VE:580,AÑO MOD:2025","CH:LVZA53P98SCB92904,VI:LVZA53P98SCB92904,MO:SFG15T22031567,CC:1498,NC:4,CO:GASOLINA,SNTT:","CA:SUV,MC:DFSK,PM:110.00@5600,AS:5,EJ:2,PA:4,FR:4X2,TT:MEC,C1:AZUL","PB:1965,PN:1545,CU:420,LA:4680,AN:1850,AL:1715,NR:4,AR1:17/7,N1:225/60R17,DE:2780","TE:CHI,SAC","M1,MARCA:DFSK,MODELO:FENGON 580 MC,VE:580,AÑO MOD:2025 CH:LVZA53P98SCB92904,VI:LVZA53P98SCB92904,MO:SFG15T22031567,CC:1498,NC:4,CO:GASOLINA,SNTT: CA:SUV,MC:DFSK,PM:110.00@5600,AS:5,EJ:2,PA:4,FR:4X2,TT:MEC,C1:AZUL PB:1965,PN:1545,CU:420,LA:4680,AN:1850,AL:1715,NR:4,AR1:17/7,N1:225/60R17,DE:2780 TE:CHI,SAC",2026-01-02,DOCUMENTARIO,MARITIMA DEL CALLAO 118,ALEFERO OPERADOR INTERNACIONAL S.A.C. 6540,4-20482138714 EMPRESA DE TRANSPORTES ZD S.A.C.,AV. AMERICA NORTE NRO. 166 URB. DANIEL HOYLE LA LIBERTAD - TRUJILLO - TRUJILLO,0,1722,1722,00:00:00,7762,0,0,0,,1:PAGO AL CONTADO,2152,129,2281,0,002:BANCO DE CREDITO DEL PERU,623,37,660,4987,296,5283,0,0,0,0,0,0,0,0,0,0,0,0,2025-2877,0,3453,2026-01-08,DINET S.A. 5142,0-,5,NORMAL 1,4530,4760,3,9,9,0,27018.6,1985,11.75,29015.35,0,002BANCO DE CREDITO DEL PERU,1,BUL,0-,- - -,10,2025-12-03,2026-01-03,661.22,8900,EGLV142503575634,1645.2,205.65,717.38,8900,0,CN-CHINA,CN-CHINA,1585.61,1509,CNSHA-SHANGHAI,3.87,U,0-,805-,2999-12-31,1,1.00 U,118-2026-10-002384-00-1,19,1,data\Series - Descripciones.xlsx,Hoja2,5903,6006,1,5946,5957,
DA-HIST-00006,historico,118-2026-10-002384-00-2,118-2026-10-002384-00,2,87,8703,870322,87032290,87.03.22.90.20,- - - - Los demás ensamblados,"M1,MARCA:DFSK,MODELO:FENGON 580 MC,VE:580,AÑO MOD:2025","CH:LVZA53P96SCB92903,VI:LVZA53P96SCB92903,MO:SFG15T22031588,CC:1498,NC:4,CO:GASOLINA,SNTT:","CA:SUV,MC:DFSK,PM:110.00@5600,AS:5,EJ:2,PA:4,FR:4X2,TT:MEC,C1:AZUL","PB:1965,PN:1545,CU:420,LA:4680,AN:1850,AL:1715,NR:4,AR1:17/7,N1:225/60R17,DE:2780","TE:CHI,SAC","M1,MARCA:DFSK,MODELO:FENGON 580 MC,VE:580,AÑO MOD:2025 CH:LVZA53P96SCB92903,VI:LVZA53P96SCB92903,MO:SFG15T22031588,CC:1498,NC:4,CO:GASOLINA,SNTT: CA:SUV,MC:DFSK,PM:110.00@5600,AS:5,EJ:2,PA:4,FR:4X2,TT:MEC,C1:AZUL PB:1965,PN:1545,CU:420,LA:4680,AN:1850,AL:1715,NR:4,AR1:17/7,N1:225/60R17,DE:2780 TE:CHI,SAC",2026-01-02,DOCUMENTARIO,MARITIMA DEL CALLAO 118,ALEFERO OPERADOR INTERNACIONAL S.A.C. 6540,4-20482138714 EMPRESA DE TRANSPORTES ZD S.A.C.,AV. AMERICA NORTE NRO. 166 URB. DANIEL HOYLE LA LIBERTAD - TRUJILLO - TRUJILLO,0,1722,1722,00:00:00,7762,0,0,0,,1:PAGO AL CONTADO,2152,129,2281,0,002:BANCO DE CREDITO DEL PERU,623,37,660,4987,296,5283,0,0,0,0,0,0,0,0,0,0,0,0,2025-2877,0,3453,2026-01-08,DINET S.A. 5142,0-,5,NORMAL 1,4530,4760,3,9,9,0,27018.6,1985,11.75,29015.35,0,002BANCO DE CREDITO DEL PERU,1,BUL,0-,- - -,10,2025-12-03,2026-01-03,661.22,8900,EGLV142503575634,1645.2,205.65,717.38,8900,0,CN-CHINA,CN-CHINA,1585.61,1509,CNSHA-SHANGHAI,3.87,U,0-,805-,2999-12-31,1,1.00 U,118-2026-10-002384-00-2,19,2,data\Series - Descripciones.xlsx,Hoja2,5903,6006,1,5958,5969,
DA-HIST-00007,historico,118-2026-10-002590-00-101,118-2026-10-002590-00,101,87,8708,870840,87084090,87.08.40.90.00,"DEMAS CAJAS DE CAMBIO Y SUS PARTES, EXCL. MECANICOS","PALANCA DE CAMBIO, VARIOS, S/M",PALANCA DE CAMBIO COMPLETO,TIPO DE PRODUCTO: USADO,PARA USO AUTOMOTRIZ,RESOLUCION 0177-2021/SDC-INDECOPI / INFORME: 000010-2022-SUNAT/340000,"PALANCA DE CAMBIO, VARIOS, S/M PALANCA DE CAMBIO COMPLETO TIPO DE PRODUCTO: USADO PARA USO AUTOMOTRIZ RESOLUCION 0177-2021/SDC-INDECOPI / INFORME: 000010-2022-SUNAT/340000",2026-01-02,FISICO,MARITIMA DEL CALLAO 118,TRANSGLOBAL CUSTOMS LOGISTIC AGENCIA DE ADUANAS SOCIEDAD 3958,4-20511141754 C & S NIPPON AUTO PARTS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,AV. MARISCAL OSCAR R. BENAVID NRO. 515 URB. LIMA INDUSTRIAL LIMA - LIMA - LIMA,55,0,55,00:00:00,7753,0,0,0,,1:PAGO AL CONTADO,0,0,0,0,002:BANCO DE CREDITO DEL PERU,855,0,855,6843,0,6843,0,0,0,0,0,0,0,0,0,0,0,0,2025-3254,0,SKY AIRLINE PERU S.A.C.5030,2026-01-06,MEDLOG PERU S.A. 3727,0-,127,NORMAL 1,20740,20740,2390,2607,2607,0,65446.91,3867.73,777.31,70091.96,0,002BANCO DE CREDITO DEL PERU,0,PQT,0-,- - -,20,2025-11-18,2026-01-09,7.32,72.63,MAEU261502236,13,1.62,0,12106.16,0,JP-JAPAN,JP-JAPAN,24,24,CNSHA-SHANGHAI,1.27,U,0-,0-,2999-12-31,24,24.00 U,118-2026-10-002590-00-101,52,101,data\Series - Descripciones.xlsx,Hoja2,23478,25045,1,24721,24732,
DA-HIST-00008,historico,118-2026-10-002590-00-102,118-2026-10-002590-00,102,87,8708,870830,87083029,87.08.30.29.00,- - - Las demás partes,"PALANCA DE FRENO, VARIOS, S/M",PALANCA DE FRENO,TIPO DE PRODUCTO: USADO,PARA USO AUTOMOTRIZ,RESOLUCION 0177-2021/SDC-INDECOPI / INFORME: 000010-2022-SUNAT/340000,"PALANCA DE FRENO, VARIOS, S/M PALANCA DE FRENO TIPO DE PRODUCTO: USADO PARA USO AUTOMOTRIZ RESOLUCION 0177-2021/SDC-INDECOPI / INFORME: 000010-2022-SUNAT/340000",2026-01-02,FISICO,MARITIMA DEL CALLAO 118,TRANSGLOBAL CUSTOMS LOGISTIC AGENCIA DE ADUANAS SOCIEDAD 3958,4-20511141754 C & S NIPPON AUTO PARTS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,AV. MARISCAL OSCAR R. BENAVID NRO. 515 URB. LIMA INDUSTRIAL LIMA - LIMA - LIMA,55,0,55,00:00:00,7753,0,0,0,,1:PAGO AL CONTADO,0,0,0,0,002:BANCO DE CREDITO DEL PERU,855,0,855,6843,0,6843,0,0,0,0,0,0,0,0,0,0,0,0,2025-3254,0,SKY AIRLINE PERU S.A.C.5030,2026-01-06,MEDLOG PERU S.A. 3727,0-,127,NORMAL 1,20740,20740,2390,2607,2607,0,65446.91,3867.73,777.31,70091.96,0,002BANCO DE CREDITO DEL PERU,0,PQT,0-,- - -,20,2025-11-18,2026-01-09,2.44,24.21,MAEU261502236,4.33,0.54,0,4035.33,0,JP-JAPAN,JP-JAPAN,8,8,CNSHA-SHANGHAI,0.42,U,0-,0-,2999-12-31,8,8.00 U,118-2026-10-002590-00-102,52,102,data\Series - Descripciones.xlsx,Hoja2,23478,25045,1,24733,24744,
DA-HIST-00009,historico,118-2026-10-002590-00-105,118-2026-10-002590-00,105,87,8708,870899,87089999,87.08.99.99.00,- - - - Los demas,"PEDAL DE ACELERADOR, VARIOS, S/M",PEDAL DE ACELERADOR,TIPO DE PRODUCTO: USADO,PARA USO AUTOMOTRIZ,RESOLUCION 0177-2021/SDC-INDECOPI / INFORME: 000010-2022-SUNAT/340000,"PEDAL DE ACELERADOR, VARIOS, S/M PEDAL DE ACELERADOR TIPO DE PRODUCTO: USADO PARA USO AUTOMOTRIZ RESOLUCION 0177-2021/SDC-INDECOPI / INFORME: 000010-2022-SUNAT/340000",2026-01-02,FISICO,MARITIMA DEL CALLAO 118,TRANSGLOBAL CUSTOMS LOGISTIC AGENCIA DE ADUANAS SOCIEDAD 3958,4-20511141754 C & S NIPPON AUTO PARTS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,AV. MARISCAL OSCAR R. BENAVID NRO. 515 URB. LIMA INDUSTRIAL LIMA - LIMA - LIMA,55,0,55,00:00:00,7753,0,0,0,,1:PAGO AL CONTADO,0,0,0,0,002:BANCO DE CREDITO DEL PERU,855,0,855,6843,0,6843,0,0,0,0,0,0,0,0,0,0,0,0,2025-3254,0,SKY AIRLINE PERU S.A.C.5030,2026-01-06,MEDLOG PERU S.A. 3727,0-,127,NORMAL 1,20740,20740,2390,2607,2607,0,65446.91,3867.73,777.31,70091.96,0,002BANCO DE CREDITO DEL PERU,0,PQT,0-,- - -,20,2025-11-18,2026-01-09,0.3,3.02,MAEU261502236,0.54,0.07,0,504.5,0,JP-JAPAN,JP-JAPAN,2,2,CNSHA-SHANGHAI,0.05,U,0-,0-,2999-12-31,2,2.00 U,118-2026-10-002590-00-105,52,105,data\Series - Descripciones.xlsx,Hoja2,23478,25045,1,24769,24780,
DA-HIST-00010,historico,118-2026-10-002590-00-109,118-2026-10-002590-00,109,87,8708,870829,87082920,87.08.29.20.00,"GUARDAFANGOS,CUBIERTAS DE MOTOR,FLANCOS,PUERTAS,Y SUS PARTES","PUERTA DE AUTO, VARIOS, S/M",PUERTA DE AUTO,TIPO DE PRODUCTO: USADO,PARA USO AUTOMOTRIZ,RESOLUCION 0177-2021/SDC-INDECOPI / INFORME: 000010-2022-SUNAT/340000,"PUERTA DE AUTO, VARIOS, S/M PUERTA DE AUTO TIPO DE PRODUCTO: USADO PARA USO AUTOMOTRIZ RESOLUCION 0177-2021/SDC-INDECOPI / INFORME: 000010-2022-SUNAT/340000",2026-01-02,FISICO,MARITIMA DEL CALLAO 118,TRANSGLOBAL CUSTOMS LOGISTIC AGENCIA DE ADUANAS SOCIEDAD 3958,4-20511141754 C & S NIPPON AUTO PARTS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,AV. MARISCAL OSCAR R. BENAVID NRO. 515 URB. LIMA INDUSTRIAL LIMA - LIMA - LIMA,55,0,55,00:00:00,7753,0,0,0,,1:PAGO AL CONTADO,0,0,0,0,002:BANCO DE CREDITO DEL PERU,855,0,855,6843,0,6843,0,0,0,0,0,0,0,0,0,0,0,0,2025-3254,0,SKY AIRLINE PERU S.A.C.5030,2026-01-06,MEDLOG PERU S.A. 3727,0-,127,NORMAL 1,20740,20740,2390,2607,2607,0,65446.91,3867.73,777.31,70091.96,0,002BANCO DE CREDITO DEL PERU,0,PQT,0-,- - -,20,2025-11-18,2026-01-09,64.7,641.39,MAEU261502236,114.77,14.35,0,106899.83,0,JP-JAPAN,JP-JAPAN,585,585,CNSHA-SHANGHAI,11.22,U,0-,0-,2999-12-31,39,39.00 U,118-2026-10-002590-00-109,52,109,data\Series - Descripciones.xlsx,Hoja2,23478,25045,1,24817,24828,
