case_id,split,id_unico,DECLARACION,SERIE,Clase,Partida,Sub Partida,NANDINA,NANDINA ORIGINAL,DESCRIPCION DE PARTIDA ARANCELARIA,DESCRIPCION DE MERCANCIAS 1,DESCRIPCION DE MERCANCIAS 2,DESCRIPCION DE MERCANCIAS 3,DESCRIPCION DE MERCANCIAS 4,DESCRIPCION DE MERCANCIAS 5,DESCRIPCION DE MERCANCIAS CONCATENADA,FECHA NUMERACION,SUJETO A,1.1. ADUANA,1.2.- DECLARANTE,1.3. IMPORTADOR,1.5.- DIRECCION,3.1. AD/VALOREM - CANTIDAD A PAGAR $,3.1. AD/VALOREM - LIBERACION $,3.1. AD/VALOREM - LIQUIDACION $,3.1. MONEDA,3.11 TOTAL LIQUIDACION - CANTIDAD A PAGAR $,3.2. DERECHO ESPECIFICO - CANTIDAD A PAGAR $,3.2. DERECHO ESPECIFICO - LIBERACION $,3.2. DERECHO ESPECIFICO - LIQUIDACION $,3.2.- FEC.CARTA CRED,3.2.- FORMA DE PAGO,3.3. IMP. SELECTIVO CONSUMO - CANTIDAD A PAGAR $,3.3. IMP. SELECTIVO CONSUMO - LIBERACION $,3.3. IMP. SELECTIVO CONSUMO - LIQUIDACION $,3.3. PLAZO,3.4. ENT.FINANC.,3.4. IMP. PROMOCION MUNICIPAL - CANTIDAD A PAGAR $,3.4. IMP. PROMOCION MUNICIPAL - LIBERACION $,3.4. IMP. PROMOCION MUNICIPAL - LIQUIDACION $,3.5. IMP. GENERAL A LA VENTA - CANTIDAD A PAGAR $,3.5. IMP. GENERAL A LA VENTA - LIBERACION $,3.5. IMP. GENERAL A LA VENTA - LIQUIDACION $,3.6. DERECHO ANTIDUMPING - CANTIDAD A PAGAR $,3.6. DERECHO ANTIDUMPING - LIBERACION $,3.6. DERECHO ANTIDUMPING - LIQUIDACION $,3.7. TASA SERVICIO DESPACHO - CANTIDAD A PAGAR $,3.7. TASA SERVICIO DESPACHO - LIBERACION $,3.7. TASA SERVICIO DESPACHO - LIQUIDACION $,3.8. RECARGO NUMERACION - CANTIDAD A PAGAR $,3.8. RECARGO NUMERACION - LIBERACION $,3.8. RECARGO NUMERACION - LIQUIDACION $,3.9. SOBRETASA ADICIONAL - CANTIDAD A PAGAR $,3.9. SOBRETASA ADICIONAL - LIBERACION $,3.9. SOBRETASA ADICIONAL - LIQUIDACION $,4.1. MANIFIESTO,4.2 MODO,4.3. EMPRESA,4.4. FEC.LLEGADA,5.1. TERMINAL,5.10 RES.EXO.NUM.,5.12 TOTAL SERIES,5.13 TIPO TRATAMIENTO,5.5. TOTAL PESO NETO (KG),5.6. TOTAL PESO BRUTO(KG),5.7. TOTAL CANTIDAD BULTOS,5.8. TOTAL UNIDADES FISICAS,5.9. UNIDADES COMERCIALES,6.1. FOB - MONEDA TRANSACCION,6.1. FOB - TOTAL DOLARES (US$),6.2. FLETE - TOTAL DOLARES (US$),6.4. SEGURO - TOTAL DOLARES (US$),6.5. CIF - TOTAL DOLARES (US$),ADV $,BANCO DE CANCELACION,CANT. BULTOS,CLASE,COD. LIBER.,DECL.PREC.,ESTADO,FEC.EMB.,FECHA CANCELACION,FLETE,FOB US $,GUIA AEREA O B/L,IGV $,IPM $,ISC $,MONEDA TRANSC.,NABANDINA,PAIS ADQUISICION,PAIS ORIGEN,PESO BRUTO (KG),PESO NETO (KG),PUERTO EMBARQUE,SEGURO,TIPO U.C.,TRATO PREF. NAC.,TRATO PREF.INT.,ULTIMO DIA DE PAGO,UNIDADES COMERCIALES,UNIDADES FISICAS U.F.,__record_id,__dam_index,__series_index,__source_file,__sheet_name,__dam_row_start,__dam_row_end,__detail_table_index,__series_row_start,__series_row_end,__parse_warnings
DA-DEV-00001,desarrollo,118-2026-10-002384-00-3,118-2026-10-002384-00,3,87,8703,870322,87032290,87.03.22.90.20,- - - - Los demás ensamblados,"M1,MARCA:DFSK,MODELO:FENGON 580 MC,VE:580,AÑO MOD:2025","CH:LVZA53P9XSCB92905,VI:LVZA53P9XSCB92905,MO:SFG15T22031554,CC:1498,NC:4,CO:GASOLINA,SNTT:","CA:SUV,MC:DFSK,PM:110.00@5600,AS:5,EJ:2,PA:4,FR:4X2,TT:MEC,C1:ROJO","PB:1965,PN:1545,CU:420,LA:4680,AN:1850,AL:1715,NR:4,AR1:17/7,N1:225/60R17,DE:2780","TE:CHI,SAC","M1,MARCA:DFSK,MODELO:FENGON 580 MC,VE:580,AÑO MOD:2025 CH:LVZA53P9XSCB92905,VI:LVZA53P9XSCB92905,MO:SFG15T22031554,CC:1498,NC:4,CO:GASOLINA,SNTT: CA:SUV,MC:DFSK,PM:110.00@5600,AS:5,EJ:2,PA:4,FR:4X2,TT:MEC,C1:ROJO PB:1965,PN:1545,CU:420,LA:4680,AN:1850,AL:1715,NR:4,AR1:17/7,N1:225/60R17,DE:2780 TE:CHI,SAC",2026-01-02,DOCUMENTARIO,MARITIMA DEL CALLAO 118,ALEFERO OPERADOR INTERNACIONAL S.A.C. 6540,4-20482138714 EMPRESA DE TRANSPORTES ZD S.A.C.,AV. AMERICA NORTE NRO. 166 URB. DANIEL HOYLE LA LIBERTAD - TRUJILLO - TRUJILLO,0,1722,1722,00:00:00,7762,0,0,0,,1:PAGO AL CONTADO,2152,129,2281,0,002:BANCO DE CREDITO DEL PERU,623,37,660,4987,296,5283,0,0,0,0,0,0,0,0,0,0,0,0,2025-2877,0,3453,2026-01-08,DINET S.A. 5142,0-,5,NORMAL 1,4530,4760,3,9,9,0,27018.6,1985,11.75,29015.35,0,002BANCO DE CREDITO DEL PERU,1,BUL,0-,- - -,10,2025-12-03,2026-01-03,661.22,8900,EGLV142503575634,1645.2,205.65,717.38,8900,0,CN-CHINA,CN-CHINA,1585.61,1509,CNSHA-SHANGHAI,3.87,U,0-,805-,2999-12-31,1,1.00 U,118-2026-10-002384-00-3,19,3,data\Series - Descripciones.xlsx,Hoja2,5903,6006,1,5970,5981,
DA-DEV-00002,desarrollo,118-2026-10-002590-00-51,118-2026-10-002590-00,51,87,8708,870891,87089100,87.08.91.00.00,RADIADORES DE VEHICULOS AUTOMOVILES,"BASE DE METAL CON RADIADOR, VARIOS, S/M",BASE DE METAL CON RADIADOR,TIPO DE PRODUCTO: USADO,PARA USO AUTOMOTRIZ,RESOLUCION 0177-2021/SDC-INDECOPI / INFORME: 000010-2022-SUNAT/340000,"BASE DE METAL CON RADIADOR, VARIOS, S/M BASE DE METAL CON RADIADOR TIPO DE PRODUCTO: USADO PARA USO AUTOMOTRIZ RESOLUCION 0177-2021/SDC-INDECOPI / INFORME: 000010-2022-SUNAT/340000",2026-01-02,FISICO,MARITIMA DEL CALLAO 118,TRANSGLOBAL CUSTOMS LOGISTIC AGENCIA DE ADUANAS SOCIEDAD 3958,4-20511141754 C & S NIPPON AUTO PARTS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,AV. MARISCAL OSCAR R. BENAVID NRO. 515 URB. LIMA INDUSTRIAL LIMA - LIMA - LIMA,55,0,55,00:00:00,7753,0,0,0,,1:PAGO AL CONTADO,0,0,0,0,002:BANCO DE CREDITO DEL PERU,855,0,855,6843,0,6843,0,0,0,0,0,0,0,0,0,0,0,0,2025-3254,0,SKY AIRLINE PERU S.A.C.5030,2026-01-06,MEDLOG PERU S.A. 3727,0-,127,NORMAL 1,20740,20740,2390,2607,2607,0,65446.91,3867.73,777.31,70091.96,0,002BANCO DE CREDITO DEL PERU,0,PQT,0-,- - -,20,2025-11-18,2026-01-09,21.06,208.81,MAEU261502236,37.36,4.67,0,34802,0,JP-JAPAN,JP-JAPAN,243,243,CNSHA-SHANGHAI,3.65,U,0-,0-,2999-12-31,9,9.00 U,118-2026-10-002590-00-51,52,51,data\Series - Descripciones.xlsx,Hoja2,23478,25045,1,24121,24132,
DA-DEV-00003,desarrollo,118-2026-10-002710-00-52,118-2026-10-002710-00,52,87,8709,870990,87099000,87.09.90.00.00,PARTES DE CARRETILLAS-AUTOMOVIL SIN DISPOSIT.DE ELEVAC.,"EJE DE RUEDA DELANTERA PARA TRICICL,S/M,S/M,",ELECTRICO R3 NEW,REPUESTOS,,,"EJE DE RUEDA DELANTERA PARA TRICICL,S/M,S/M, ELECTRICO R3 NEW REPUESTOS",2026-01-02,FISICO,MARITIMA DEL CALLAO 118,EL PACIFICO AGENCIA DE ADUANAS S.A. 5870,4-20608061909 SMART CARGO PERU SOCIEDAD ANONIMA CERRADA,AV. EJERCITO NRO. 598 URB. LA GUARDIA LIMA - LIMA - LIMA,0,1220,1220,00:00:00,4944,0,0,0,,2:PAGO A CREDITO,0,0,0,212,099:OTROS,550,24,574,4394,195,4589,0,0,0,0,0,0,0,0,0,0,0,0,2025-3276,0,3402,2026-01-04,UNIMAR S A 3067,0-,73,NORMAL 1,6667,6960,174,317,317,0,25003,2358,98.15,27459.15,0,002BANCO DE CREDITO DEL PERU,0,BUL,0-,- - -,10,2025-11-23,2026-01-05,0.48,5,TMSE3853196,0.88,0.11,0,5,0,CN-CHINA,CN-CHINA,1.4,1.36,CNTAO-QINGDAO,0.02,U,0-,0-,2999-12-31,2,2.00 U,118-2026-10-002710-00-52,42,52,data\Series - Descripciones.xlsx,Hoja2,9705,10500,1,10276,10285,
DA-DEV-00004,desarrollo,118-2026-10-004975-00-230,118-2026-10-004975-00,230,87,8708,870894,87089400,87.08.94.00.00,"VOLANTES(TIMONES),COLUMNAS Y CAJAS,DE DIRECCION P'AUTOMOVILE","Cilindro de dirección, S/M, S/M",Cilindro de dirección,Steering cylinder // Cod: 4120708060,Componente del sistema de dirección,Acero // Componente repuesto para maquinaria minera,"Cilindro de dirección, S/M, S/M Cilindro de dirección Steering cylinder // Cod: 4120708060 Componente del sistema de dirección Acero // Componente repuesto para maquinaria minera",2026-01-05,FISICO,MARITIMA DEL CALLAO 118,CONCRETEC LOGISTIC SOCIEDAD ANONIMA CERRADA 8548,4-20613495232 LGMG MAQUINARIAS S.A.C.,AV. GUARDIA CIVIL NRO. 1321 INT. 504 LIMA - LIMA - SURQUILLO,10291,0,10291,00:00:00,135911,0,0,0,,2:PAGO A CREDITO,0,0,0,540,099:OTROS,13958,0,13958,111662,0,111662,0,0,0,0,0,0,0,0,0,0,0,0,2025-3280,0,SKY AIRLINE PERU S.A.C.5074,2026-01-07,DP WORLD CALLAO S.R.L. 4004,0-,546,NORMAL 1,96821.35,101782,225,21779.15,17053,0,679543.9,7500,549.64,687593.54,0,002BANCO DE CREDITO DEL PERU,0,PK,0-,- - -,10,2025-12-05,2026-01-16,18.61,1686.9,QGD2362576A,273.1,34.14,0,1686.9,0,CN-CHINA,CN-CHINA,252.66,240.34,CNTAO-QINGDAO,1.36,U,0-,0-,2999-12-31,10,10.00 U,118-2026-10-004975-00-230,51,230,data\Series - Descripciones.xlsx,Hoja2,16882,23477,1,19673,19684,
DA-DEV-00005,desarrollo,118-2026-10-004975-00-75,118-2026-10-004975-00,75,87,8708,870899,87089999,87.08.99.99.00,- - - - Los demas,"Condensador, S/M, PSKT105F-031",Condensador PSKT105F-031,Condenser PSKT105F-031 // Cod: 4190714041,"Condensar refrigerante, disipar calor, mantener eficiencia del sistema",Acero // Componente repuesto para maquinaria minera,"Condensador, S/M, PSKT105F-031 Condensador PSKT105F-031 Condenser PSKT105F-031 // Cod: 4190714041 Condensar refrigerante, disipar calor, mantener eficiencia del sistema Acero // Componente repuesto para maquinaria minera",2026-01-05,FISICO,MARITIMA DEL CALLAO 118,CONCRETEC LOGISTIC SOCIEDAD ANONIMA CERRADA 8548,4-20613495232 LGMG MAQUINARIAS S.A.C.,AV. GUARDIA CIVIL NRO. 1321 INT. 504 LIMA - LIMA - SURQUILLO,10291,0,10291,00:00:00,135911,0,0,0,,2:PAGO A CREDITO,0,0,0,540,099:OTROS,13958,0,13958,111662,0,111662,0,0,0,0,0,0,0,0,0,0,0,0,2025-3280,0,SKY AIRLINE PERU S.A.C.5074,2026-01-07,DP WORLD CALLAO S.R.L. 4004,0-,546,NORMAL 1,96821.35,101782,225,21779.15,17053,0,679543.9,7500,549.64,687593.54,0,002BANCO DE CREDITO DEL PERU,0,PK,0-,- - -,10,2025-12-05,2026-01-16,26.82,2430.7,QGD2362576A,393.52,49.19,0,2430.7,0,CN-CHINA,CN-CHINA,364.07,346.32,CNTAO-QINGDAO,1.96,U,0-,0-,2999-12-31,10,10.00 U,118-2026-10-004975-00-75,51,75,data\Series - Descripciones.xlsx,Hoja2,16882,23477,1,17813,17824,
DA-DEV-00006,desarrollo,118-2026-10-006732-00-13,118-2026-10-006732-00,13,87,8703,870310,87031000,87.03.10.00.00,VEHICULOS ESPECIALM.PROYECTADOS PARA DESPLAZARSE SOBRE NIEVE,"M1,MARCA:HDK,MODELO:DEL2022D2Z,VE:NINGUNA,AÑO MOD:2026","CH:EVBF03004T0600000,VI:EVBF03004T0600000,MO:2411131975,CC:0,CO:ELECTRICO,SNTT:1","CA:MULTIFUNCION,AS:4,EJ:2,PA:0,FR:4X2,TT:MEC,C1:GRIS","PB:909,PN:509,CU:400,AR1:10/22,N1:22/11R10","TE:CHI,AC:EEL,KILOMETRAJE:64.00, ELECTRIC CART DEL2022D2Z - ARCTIC GRAY","M1,MARCA:HDK,MODELO:DEL2022D2Z,VE:NINGUNA,AÑO MOD:2026 CH:EVBF03004T0600000,VI:EVBF03004T0600000,MO:2411131975,CC:0,CO:ELECTRICO,SNTT:1 CA:MULTIFUNCION,AS:4,EJ:2,PA:0,FR:4X2,TT:MEC,C1:GRIS PB:909,PN:509,CU:400,AR1:10/22,N1:22/11R10 TE:CHI,AC:EEL,KILOMETRAJE:64.00, ELECTRIC CART DEL2022D2Z - ARCTIC GRAY",2026-01-06,DOCUMENTARIO,MARITIMA DEL CALLAO 118,IBG LOGISTICA INTEGRADA S.A.C. 9321,4-20554396136 ELECTROMOTION S.A.C.,LOS ROSALES - LOS HUERTOS LIMA - LIMA - PACHACAMAC,76,8061,8137,00:00:00,29620,0,0,0,,1:PAGO AL CONTADO,0,0,0,0,002:BANCO DE CREDITO DEL PERU,3283,161,3444,26261,1290,27551,0,0,0,0,0,0,0,0,0,0,0,0,2025-3192,0,3402,2025-12-27,UNIMAR S A 3067,0-,68,NORMAL 1,15854.55,16140,256,450.8,412,0,164989.05,9750,669.5,175408.55,0,002BANCO DE CREDITO DEL PERU,0,BUL,0-,- - -,10,2025-11-04,2026-01-06,282.08,4465.66,MEDUYQ528968,762.76,95.34,0,4465.66,0,CN-CHINA,CN-CHINA,436.15,428.44,CNXMN-XIAMEN,19.46,U,0-,805-,2026-01-06,1,1.00 U,118-2026-10-006732-00-13,50,13,data\Series - Descripciones.xlsx,Hoja2,16022,16881,1,16209,16220,
DA-DEV-00007,desarrollo,118-2026-10-006732-00-64,118-2026-10-006732-00,64,87,8708,870830,87083029,87.08.30.29.00,- - - Las demás partes,"CABLE DE FRENO 960MM, EVOLUTION, S/M","PARKING BRAKE CABLE 960MM, FOR 3022G/3022G2Z",CODE. 2.01.0073,ACCESORIOS / PARTES PARA CARROS DE GOLF,ELECTRICO/ MECÁNICO,"CABLE DE FRENO 960MM, EVOLUTION, S/M PARKING BRAKE CABLE 960MM, FOR 3022G/3022G2Z CODE. 2.01.0073 ACCESORIOS / PARTES PARA CARROS DE GOLF ELECTRICO/ MECÁNICO",2026-01-06,DOCUMENTARIO,MARITIMA DEL CALLAO 118,IBG LOGISTICA INTEGRADA S.A.C. 9321,4-20554396136 ELECTROMOTION S.A.C.,LOS ROSALES - LOS HUERTOS LIMA - LIMA - PACHACAMAC,76,8061,8137,00:00:00,29620,0,0,0,,1:PAGO AL CONTADO,0,0,0,0,002:BANCO DE CREDITO DEL PERU,3283,161,3444,26261,1290,27551,0,0,0,0,0,0,0,0,0,0,0,0,2025-3192,0,3402,2025-12-27,UNIMAR S A 3067,0-,68,NORMAL 1,15854.55,16140,256,450.8,412,0,164989.05,9750,669.5,175408.55,0,002BANCO DE CREDITO DEL PERU,0,BUL,0-,- - -,10,2025-11-04,2026-01-06,4.71,70.08,MEDUYQ528968,12.02,1.5,0,70.08,0,CN-CHINA,CN-CHINA,13.96,13.72,CNXMN-XIAMEN,0.3,U,0-,0-,2026-01-06,10,10.00 U,118-2026-10-006732-00-64,50,64,data\Series - Descripciones.xlsx,Hoja2,16022,16881,1,16821,16832,
DA-DEV-00008,desarrollo,118-2026-10-008011-00-22,118-2026-10-008011-00,22,87,8714,871499,87149900,87.14.99.00.00,DEMAS PARTES Y ACCESORIOS DE VEHICULOS DE PART.87.11 A 87.13,"CONVERTIDOR ESTATICO, CARGADOR,S/M,S/M,",ELECTRICO 72V * 2 AMPERES PARA SCOOTER ELECTRICO HOVERBOARD,....,,,"CONVERTIDOR ESTATICO, CARGADOR,S/M,S/M, ELECTRICO 72V * 2 AMPERES PARA SCOOTER ELECTRICO HOVERBOARD ....",2026-01-07,FISICO,MARITIMA DEL CALLAO 118,EL PACIFICO AGENCIA DE ADUANAS S.A. 5870,4-20608061909 SMART CARGO PERU SOCIEDAD ANONIMA CERRADA,AV. EJERCITO NRO. 598 URB. LA GUARDIA LIMA - LIMA - LIMA,0,1565,1565,00:00:00,8271,0,0,0,2026-03-09,2:PAGO A CREDITO,0,0,0,212,099:OTROS,919,31,950,7352,250,7602,0,0,0,0,0,0,0,0,0,0,0,0,2025-3275,0,3402,2025-12-30,UNIMAR S A 3067,0-,59,NORMAL 1,5700,5700,91,239,239,0,42935.99,2708,304.09,45948.08,0,002BANCO DE CREDITO DEL PERU,0,BUL,0-,- - -,10,2025-11-25,2026-01-07,4.55,104.99,TMSE3853908,17.65,2.21,0,104.99,0,CN-CHINA,CN-CHINA,9.58,9.58,CNTAO-QINGDAO,0.74,U,0-,0-,2026-01-07,5,5.00 U,118-2026-10-008011-00-22,41,22,data\Series - Descripciones.xlsx,Hoja2,9051,9704,1,9318,9327,
DA-DEV-00009,desarrollo,118-2026-10-008011-00-39,118-2026-10-008011-00,39,87,8714,871420,87142000,87.14.20.00.00,PARTES DE SILLINES DE RUEDAS Y DEMAS VEHICS.PARA INVALIDOS,"NEUMATICO DE AIRE DE CUACHO,S/M,S/M,",VULCANIZADO SIN ENDURECER PARA SILLA DE RUEDA ELECTRICA,....,,,"NEUMATICO DE AIRE DE CUACHO,S/M,S/M, VULCANIZADO SIN ENDURECER PARA SILLA DE RUEDA ELECTRICA ....",2026-01-07,FISICO,MARITIMA DEL CALLAO 118,EL PACIFICO AGENCIA DE ADUANAS S.A. 5870,4-20608061909 SMART CARGO PERU SOCIEDAD ANONIMA CERRADA,AV. EJERCITO NRO. 598 URB. LA GUARDIA LIMA - LIMA - LIMA,0,1565,1565,00:00:00,8271,0,0,0,2026-03-09,2:PAGO A CREDITO,0,0,0,212,099:OTROS,919,31,950,7352,250,7602,0,0,0,0,0,0,0,0,0,0,0,0,2025-3275,0,3402,2025-12-30,UNIMAR S A 3067,0-,59,NORMAL 1,5700,5700,91,239,239,0,42935.99,2708,304.09,45948.08,0,002BANCO DE CREDITO DEL PERU,0,BUL,0-,- - -,10,2025-11-25,2026-01-07,3.47,79.99,TMSE3853908,13.45,1.68,0,79.99,0,CN-CHINA,CN-CHINA,7.3,7.3,CNTAO-QINGDAO,0.56,U,0-,0-,2026-01-07,4,4.00 U,118-2026-10-008011-00-39,41,39,data\Series - Descripciones.xlsx,Hoja2,9051,9704,1,9489,9498,
DA-DEV-00010,desarrollo,118-2026-10-008011-00-58,118-2026-10-008011-00,58,87,8716,871690,87169000,87.16.90.00.00,PARTES DE VEHICULOS DE LAS PARTIDAS 8716.,"RUEDA DELANTERA COMPLETA,S/M,S/M,",DE AIRE Y NEUMATICO DE CAUCHO VULCANIZADO SIN,ENDURECER PARA MODELO ED300,,,"RUEDA DELANTERA COMPLETA,S/M,S/M, DE AIRE Y NEUMATICO DE CAUCHO VULCANIZADO SIN ENDURECER PARA MODELO ED300",2026-01-07,FISICO,MARITIMA DEL CALLAO 118,EL PACIFICO AGENCIA DE ADUANAS S.A. 5870,4-20608061909 SMART CARGO PERU SOCIEDAD ANONIMA CERRADA,AV. EJERCITO NRO. 598 URB. LA GUARDIA LIMA - LIMA - LIMA,0,1565,1565,00:00:00,8271,0,0,0,2026-03-09,2:PAGO A CREDITO,0,0,0,212,099:OTROS,919,31,950,7352,250,7602,0,0,0,0,0,0,0,0,0,0,0,0,2025-3275,0,3402,2025-12-30,UNIMAR S A 3067,0-,59,NORMAL 1,5700,5700,91,239,239,0,42935.99,2708,304.09,45948.08,0,002BANCO DE CREDITO DEL PERU,0,BUL,0-,- - -,10,2025-11-25,2026-01-07,5.37,124,TMSE3853908,20.84,2.61,0,124,0,CN-CHINA,CN-CHINA,11.32,11.32,CNTAO-QINGDAO,0.87,U,0-,0-,2026-01-07,4,4.00 U,118-2026-10-008011-00-58,41,58,data\Series - Descripciones.xlsx,Hoja2,9051,9704,1,9684,9693,
