case_id,split,id_unico,DECLARACION,SERIE,Clase,Partida,Sub Partida,NANDINA,NANDINA ORIGINAL,DESCRIPCION DE PARTIDA ARANCELARIA,DESCRIPCION DE MERCANCIAS 1,DESCRIPCION DE MERCANCIAS 2,DESCRIPCION DE MERCANCIAS 3,DESCRIPCION DE MERCANCIAS 4,DESCRIPCION DE MERCANCIAS 5,DESCRIPCION DE MERCANCIAS CONCATENADA,FECHA NUMERACION,SUJETO A,1.1. ADUANA,1.2.- DECLARANTE,1.3. IMPORTADOR,1.5.- DIRECCION,3.1. AD/VALOREM - CANTIDAD A PAGAR $,3.1. AD/VALOREM - LIBERACION $,3.1. AD/VALOREM - LIQUIDACION $,3.1. MONEDA,3.11 TOTAL LIQUIDACION - CANTIDAD A PAGAR $,3.2. DERECHO ESPECIFICO - CANTIDAD A PAGAR $,3.2. DERECHO ESPECIFICO - LIBERACION $,3.2. DERECHO ESPECIFICO - LIQUIDACION $,3.2.- FEC.CARTA CRED,3.2.- FORMA DE PAGO,3.3. IMP. SELECTIVO CONSUMO - CANTIDAD A PAGAR $,3.3. IMP. SELECTIVO CONSUMO - LIBERACION $,3.3. IMP. SELECTIVO CONSUMO - LIQUIDACION $,3.3. PLAZO,3.4. ENT.FINANC.,3.4. IMP. PROMOCION MUNICIPAL - CANTIDAD A PAGAR $,3.4. IMP. PROMOCION MUNICIPAL - LIBERACION $,3.4. IMP. PROMOCION MUNICIPAL - LIQUIDACION $,3.5. IMP. GENERAL A LA VENTA - CANTIDAD A PAGAR $,3.5. IMP. GENERAL A LA VENTA - LIBERACION $,3.5. IMP. GENERAL A LA VENTA - LIQUIDACION $,3.6. DERECHO ANTIDUMPING - CANTIDAD A PAGAR $,3.6. DERECHO ANTIDUMPING - LIBERACION $,3.6. DERECHO ANTIDUMPING - LIQUIDACION $,3.7. TASA SERVICIO DESPACHO - CANTIDAD A PAGAR $,3.7. TASA SERVICIO DESPACHO - LIBERACION $,3.7. TASA SERVICIO DESPACHO - LIQUIDACION $,3.8. RECARGO NUMERACION - CANTIDAD A PAGAR $,3.8. RECARGO NUMERACION - LIBERACION $,3.8. RECARGO NUMERACION - LIQUIDACION $,3.9. SOBRETASA ADICIONAL - CANTIDAD A PAGAR $,3.9. SOBRETASA ADICIONAL - LIBERACION $,3.9. SOBRETASA ADICIONAL - LIQUIDACION $,4.1. MANIFIESTO,4.2 MODO,4.3. EMPRESA,4.4. FEC.LLEGADA,5.1. TERMINAL,5.10 RES.EXO.NUM.,5.12 TOTAL SERIES,5.13 TIPO TRATAMIENTO,5.5. TOTAL PESO NETO (KG),5.6. TOTAL PESO BRUTO(KG),5.7. TOTAL CANTIDAD BULTOS,5.8. TOTAL UNIDADES FISICAS,5.9. UNIDADES COMERCIALES,6.1. FOB - MONEDA TRANSACCION,6.1. FOB - TOTAL DOLARES (US$),6.2. FLETE - TOTAL DOLARES (US$),6.4. SEGURO - TOTAL DOLARES (US$),6.5. CIF - TOTAL DOLARES (US$),ADV $,BANCO DE CANCELACION,CANT. BULTOS,CLASE,COD. LIBER.,DECL.PREC.,ESTADO,FEC.EMB.,FECHA CANCELACION,FLETE,FOB US $,GUIA AEREA O B/L,IGV $,IPM $,ISC $,MONEDA TRANSC.,NABANDINA,PAIS ADQUISICION,PAIS ORIGEN,PESO BRUTO (KG),PESO NETO (KG),PUERTO EMBARQUE,SEGURO,TIPO U.C.,TRATO PREF. NAC.,TRATO PREF.INT.,ULTIMO DIA DE PAGO,UNIDADES COMERCIALES,UNIDADES FISICAS U.F.,__record_id,__dam_index,__series_index,__source_file,__sheet_name,__dam_row_start,__dam_row_end,__detail_table_index,__series_row_start,__series_row_end,__parse_warnings
DA-EVAL-V02-00001,evaluacion,118-2026-10-000136-00-1,118-2026-10-000136-00,1,87,8703,870324,87032410,87.03.24.10.00,- - - Camperos (4 x 4),"M1,NISSAN,MURANO VE:SL,2024","CA:SUV,C1:AZUL,CO:GASOLINA,SN:0","NC:6,CC:3500,CH/VIN:5N1AZ2CJ3RC101423,MO:VQ35754666W","AS:5,FR:4X2,TT:AUT,PA:4,PM: 191.00@6000.00,PB:2318,PN:1770,CU:548","BSA,LET, ,KM:24597.00,TE:ENCENDIDO POR CHISPA LA:4850,AN:1850,AL:1720, NR:4,AR:55/20, 55","M1,NISSAN,MURANO VE:SL,2024 CA:SUV,C1:AZUL,CO:GASOLINA,SN:0 NC:6,CC:3500,CH/VIN:5N1AZ2CJ3RC101423,MO:VQ35754666W AS:5,FR:4X2,TT:AUT,PA:4,PM: 191.00@6000.00,PB:2318,PN:1770,CU:548 BSA,LET, ,KM:24597.00,TE:ENCENDIDO POR CHISPA LA:4850,AN:1850,AL:1720, NR:4,AR:55/20, 55",2026-01-02,DOCUMENTARIO,MARITIMA DEL CALLAO 118,MP AGENTES DE ADUANAS S.A.C. 9664,No Disponible - Ley 29733 No Disponible - Ley 29733,No Disponible - Ley 29733,0,2256,2256,00:00:00,0,0,0,0,,1:PAGO AL CONTADO,0,15944,15944,0,099:OTROS,0,1116,1116,0,8929,8929,0,0,0,0,0,0,0,0,0,0,0,0,2025-2699,0,SKY AIRLINE PERU S.A.C.5030,2025-11-19,CISTERNA DEL MAR S.A.C. 4406,0-,1,NORMAL 1,1740,1740,1,1,1,0,36000,1063.33,540,37603.33,0,118,1,VEI,"4443-VEHICULO:INCENTIV.MIGRAN.-LEYES-28182,30001,31827-32722",- - -,20,2025-10-30,2026-01-02,1063.33,36000,MAEU260931746,0,0,0,36000,0,US-UNITED STATES,US-UNITED STATES,1740,1740,USPEF-PORT EVERGLADES,540,U,0-,0-,2026-01-02,1,1.00 U,118-2026-10-000136-00-1,35,1,data\Series - Descripciones.xlsx,Hoja2,6859,6914,1,6902,6914,
DA-EVAL-V02-00002,evaluacion,118-2026-10-001133-00-1,118-2026-10-001133-00,1,87,8703,870322,87032290,87.03.22.90.20,- - - - Los demás ensamblados,M1 SUV TOYOTA RAIZE 1.2 MID MT AÑO 2026 A251LA-GMXF,"C1:BLANCO, CO:GASOLINA, SN:0, NR:4, AR:16/7, N1:205/65R16, DE:2525","NC:3, CC:1198, CH:MHKAB1BA7TJ144093, VI:MHKAB1BA7TJ144093, MO:WAA210259","AS:5, EJ:2, FR:4X2, TT:MEC, PA:4, PM:65@6000","ACD, LET, ARA, BSA, CRT, DAS, EAV, EEL, PEL, KLM:35, LA:4030, AN:1710, AL:1605","M1 SUV TOYOTA RAIZE 1.2 MID MT AÑO 2026 A251LA-GMXF C1:BLANCO, CO:GASOLINA, SN:0, NR:4, AR:16/7, N1:205/65R16, DE:2525 NC:3, CC:1198, CH:MHKAB1BA7TJ144093, VI:MHKAB1BA7TJ144093, MO:WAA210259 AS:5, EJ:2, FR:4X2, TT:MEC, PA:4, PM:65@6000 ACD, LET, ARA, BSA, CRT, DAS, EAV, EEL, PEL, KLM:35, LA:4030, AN:1710, AL:1605",2026-01-02,DOCUMENTARIO,MARITIMA DEL CALLAO 118,TLI ADUANAS S.A.C. 4920,4-20100132592 TOYOTA DEL PERU S A,"AV. SANTO TORIBIO NRO. 173 INT. PI14 (VIA CENTRAL 125, TORRE REAL 8 OF.1401-02) LIMA - LIMA - SAN ISIDRO",639,0,639,00:00:00,3335,0,0,0,,1:PAGO AL CONTADO,564,0,564,0,099:OTROS,237,0,237,1895,0,1895,0,0,0,0,0,0,0,0,0,0,0,0,2025-3367,0,,2026-01-10,,0-,1,NORMAL 1,1000,1000,1,1,1,0,9159.93,1480.26,3.81,10644,638.64,009BCO.SCOTIABANK PERU SAA (ANTES WIESE SUDAMERIS),1,VEI,0-,- - -,10,2025-11-21,2026-01-06,1480.26,9159.93,KKLUJKT449708,1895.48,236.94,564.13,9159.93,0,SG-SINGAPORE,ID-INDONESIA,1000,1000,"IDJKT-JAKARTA, JAVA",3.81,U,0-,0-,2999-12-31,1,1.00 U,118-2026-10-001133-00-1,14,1,data\Series - Descripciones.xlsx,Hoja2,5539,5594,1,5582,5594,
DA-EVAL-V02-00003,evaluacion,118-2026-10-001566-00-1,118-2026-10-001566-00,1,87,8703,870322,87032290,87.03.22.90.20,- - - - Los demás ensamblados,M1 SUV TOYOTA RUSH 1.5 FULL MT AÑO 2026 F800LE-GMMF,"C1:BLANCO, CO:GASOLINA, SN:0, NR:4, AR:16/7, N1:215/65R16, DE:2685","NC:4, CC:1496, CH:MHKE8FE20TK033122, VI:MHKE8FE20TK033122, MO:2NR4E96988","AS:7, EJ:2, FR:4X2, TT:MEC, PA:6, PM:76@6000","ACD, LET, ARA, CLM, BSA, DAS, EEL, PEL, KLM:35, LA:4435, AN:1695, AL:1705","M1 SUV TOYOTA RUSH 1.5 FULL MT AÑO 2026 F800LE-GMMF C1:BLANCO, CO:GASOLINA, SN:0, NR:4, AR:16/7, N1:215/65R16, DE:2685 NC:4, CC:1496, CH:MHKE8FE20TK033122, VI:MHKE8FE20TK033122, MO:2NR4E96988 AS:7, EJ:2, FR:4X2, TT:MEC, PA:6, PM:76@6000 ACD, LET, ARA, CLM, BSA, DAS, EEL, PEL, KLM:35, LA:4435, AN:1695, AL:1705",2026-01-02,DOCUMENTARIO,MARITIMA DEL CALLAO 118,TLI ADUANAS S.A.C. 4920,4-20100132592 TOYOTA DEL PERU S A,"AV. SANTO TORIBIO NRO. 173 INT. PI14 (VIA CENTRAL 125, TORRE REAL 8 OF.1401-02) LIMA - LIMA - SAN ISIDRO",750,0,750,00:00:00,4309,0,0,0,,1:PAGO AL CONTADO,994,0,994,0,099:OTROS,285,0,285,2280,0,2280,0,0,0,0,0,0,0,0,0,0,0,0,2025-3367,0,,2026-01-10,,0-,1,NORMAL 1,1280,1280,1,1,1,0,10819.62,1683.9,4.48,12508,750.48,009BCO.SCOTIABANK PERU SAA (ANTES WIESE SUDAMERIS),1,VEI,0-,- - -,10,2025-11-21,2026-01-06,1683.9,10819.62,KKLUJKT449705,2280.46,285.06,994.39,10819.62,0,SG-SINGAPORE,ID-INDONESIA,1280,1280,"IDJKT-JAKARTA, JAVA",4.48,U,0-,0-,2999-12-31,1,1.00 U,118-2026-10-001566-00-1,13,1,data\Series - Descripciones.xlsx,Hoja2,5483,5538,1,5526,5538,
DA-EVAL-V02-00004,evaluacion,118-2026-10-001787-00-1,118-2026-10-001787-00,1,87,8703,870322,87032290,87.03.22.90.20,- - - - Los demás ensamblados,M1 SUV TOYOTA RAIZE 1.2 MID CVT AÑO 2026 A251LA-GBXF,"C1:GRIS OSCURO METALICO, CO:GASOLINA, SN:0, NR:4, AR:16/7, N1:205/65R16, DE:2525","NC:3, CC:1198, CH:MHKAB1BA5TJ144576, VI:MHKAB1BA5TJ144576, MO:WAA210899","AS:5, EJ:2, FR:4X2, TT:CVT, PA:4, PM:65@6000","ACD, LET, ARA, BSA, CRT, DAS, EAV, EEL, PEL, KLM:35, LA:4030, AN:1710, AL:1605","M1 SUV TOYOTA RAIZE 1.2 MID CVT AÑO 2026 A251LA-GBXF C1:GRIS OSCURO METALICO, CO:GASOLINA, SN:0, NR:4, AR:16/7, N1:205/65R16, DE:2525 NC:3, CC:1198, CH:MHKAB1BA5TJ144576, VI:MHKAB1BA5TJ144576, MO:WAA210899 AS:5, EJ:2, FR:4X2, TT:CVT, PA:4, PM:65@6000 ACD, LET, ARA, BSA, CRT, DAS, EAV, EEL, PEL, KLM:35, LA:4030, AN:1710, AL:1605",2026-01-02,DOCUMENTARIO,MARITIMA DEL CALLAO 118,TLI ADUANAS S.A.C. 4920,4-20100132592 TOYOTA DEL PERU S A,"AV. SANTO TORIBIO NRO. 173 INT. PI14 (VIA CENTRAL 125, TORRE REAL 8 OF.1401-02) LIMA - LIMA - SAN ISIDRO",686,0,686,00:00:00,3582,0,0,0,,1:PAGO AL CONTADO,606,0,606,0,099:OTROS,254,0,254,2036,0,2036,0,0,0,0,0,0,0,0,0,0,0,0,2025-3367,0,,2026-01-10,,0-,1,NORMAL 1,1025,1025,1,1,1,0,9947.68,1480.26,4.06,11432,685.92,009BCO.SCOTIABANK PERU SAA (ANTES WIESE SUDAMERIS),1,VEI,0-,- - -,10,2025-11-21,2026-01-06,1480.26,9947.68,KKLUJKT449708,2035.81,254.48,605.9,9947.68,0,SG-SINGAPORE,ID-INDONESIA,1025,1025,"IDJKT-JAKARTA, JAVA",4.06,U,0-,0-,2999-12-31,1,1.00 U,118-2026-10-001787-00-1,23,1,data\Series - Descripciones.xlsx,Hoja2,6187,6242,1,6230,6242,
DA-EVAL-V02-00005,evaluacion,118-2026-10-004975-00-1,118-2026-10-004975-00,1,87,8708,870870,87087010,87.08.70.10.00,RUEDAS Y SUS PARTES DE VEHICULOS AUTOMOVILES,"Aro de 24 agujeros, S/M, S/M","Aro de 24 agujeros HX13.00/2.5-29 (TL tire, 24 holes)","Cast wheel HX13.00/2.5-29 (TL tire, 24 holes) // Cod: 4110708782","Soportar el neumático, permitir unión con el buje mediante radios","Acero // Componente repuesto para maquinaria minera,Pago crédito dentro de los 540 días a","Aro de 24 agujeros, S/M, S/M Aro de 24 agujeros HX13.00/2.5-29 (TL tire, 24 holes) Cast wheel HX13.00/2.5-29 (TL tire, 24 holes) // Cod: 4110708782 Soportar el neumático, permitir unión con el buje mediante radios Acero // Componente repuesto para maquinaria minera,Pago crédito dentro de los 540 días a",2026-01-05,FISICO,MARITIMA DEL CALLAO 118,CONCRETEC LOGISTIC SOCIEDAD ANONIMA CERRADA 8548,4-20613495232 LGMG MAQUINARIAS S.A.C.,AV. GUARDIA CIVIL NRO. 1321 INT. 504 LIMA - LIMA - SURQUILLO,10291,0,10291,00:00:00,135911,0,0,0,,2:PAGO A CREDITO,0,0,0,540,099:OTROS,13958,0,13958,111662,0,111662,0,0,0,0,0,0,0,0,0,0,0,0,2025-3280,0,SKY AIRLINE PERU S.A.C.5074,2026-01-07,DP WORLD CALLAO S.R.L. 4004,0-,546,NORMAL 1,96821.35,101782,225,21779.15,17053,0,679543.9,7500,549.64,687593.54,0,002BANCO DE CREDITO DEL PERU,225,PK,0-,- - -,10,2025-12-05,2026-01-16,916.1,83004,QGD2362576A,13437.96,1679.74,0,83004,0,CN-CHINA,CN-CHINA,12432.32,11826.4,CNTAO-QINGDAO,67.13,U,0-,0-,2999-12-31,200,200.00 U,118-2026-10-004975-00-1,51,1,data\Series - Descripciones.xlsx,Hoja2,16882,23477,1,16925,16936,
DA-EVAL-V02-00006,evaluacion,118-2026-10-004975-00-107,118-2026-10-004975-00,107,87,8708,870880,87088020,87.08.80.20.00,- - Amortiguadores y sus partes,"Amortiguador, S/M, S/M",AMORTIGUADOR DELANTERO,Front absorber // Cod: 4110702313,Permite mantener la estabilidad de cabina,Acero // Componente repuesto para maquinaria minera,"Amortiguador, S/M, S/M AMORTIGUADOR DELANTERO Front absorber // Cod: 4110702313 Permite mantener la estabilidad de cabina Acero // Componente repuesto para maquinaria minera",2026-01-05,FISICO,MARITIMA DEL CALLAO 118,CONCRETEC LOGISTIC SOCIEDAD ANONIMA CERRADA 8548,4-20613495232 LGMG MAQUINARIAS S.A.C.,AV. GUARDIA CIVIL NRO. 1321 INT. 504 LIMA - LIMA - SURQUILLO,10291,0,10291,00:00:00,135911,0,0,0,,2:PAGO A CREDITO,0,0,0,540,099:OTROS,13958,0,13958,111662,0,111662,0,0,0,0,0,0,0,0,0,0,0,0,2025-3280,0,SKY AIRLINE PERU S.A.C.5074,2026-01-07,DP WORLD CALLAO S.R.L. 4004,0-,546,NORMAL 1,96821.35,101782,225,21779.15,17053,0,679543.9,7500,549.64,687593.54,0,002BANCO DE CREDITO DEL PERU,0,PK,0-,- - -,10,2025-12-05,2026-01-16,10.55,956.5,QGD2362576A,154.85,19.36,0,956.5,0,CN-CHINA,CN-CHINA,143.26,136.28,CNTAO-QINGDAO,0.77,U,0-,0-,2999-12-31,50,50.00 U,118-2026-10-004975-00-107,51,107,data\Series - Descripciones.xlsx,Hoja2,16882,23477,1,18197,18208,
DA-EVAL-V02-00007,evaluacion,118-2026-10-004975-00-11,118-2026-10-004975-00,11,87,8708,870880,87088020,87.08.80.20.00,- - Amortiguadores y sus partes,"Amortiguador, S/M, MDS110-75",Amortiguador MDS110-75,Shock absorber MDS110-75 // Cod: 4110704897,Permite mantener la estabilidad de cabina,Acero // Componente repuesto para maquinaria minera,"Amortiguador, S/M, MDS110-75 Amortiguador MDS110-75 Shock absorber MDS110-75 // Cod: 4110704897 Permite mantener la estabilidad de cabina Acero // Componente repuesto para maquinaria minera",2026-01-05,FISICO,MARITIMA DEL CALLAO 118,CONCRETEC LOGISTIC SOCIEDAD ANONIMA CERRADA 8548,4-20613495232 LGMG MAQUINARIAS S.A.C.,AV. GUARDIA CIVIL NRO. 1321 INT. 504 LIMA - LIMA - SURQUILLO,10291,0,10291,00:00:00,135911,0,0,0,,2:PAGO A CREDITO,0,0,0,540,099:OTROS,13958,0,13958,111662,0,111662,0,0,0,0,0,0,0,0,0,0,0,0,2025-3280,0,SKY AIRLINE PERU S.A.C.5074,2026-01-07,DP WORLD CALLAO S.R.L. 4004,0-,546,NORMAL 1,96821.35,101782,225,21779.15,17053,0,679543.9,7500,549.64,687593.54,0,002BANCO DE CREDITO DEL PERU,0,PK,0-,- - -,10,2025-12-05,2026-01-16,8.75,793.5,QGD2362576A,128.46,16.06,0,793.5,0,CN-CHINA,CN-CHINA,118.85,113.05,CNTAO-QINGDAO,0.64,U,0-,0-,2999-12-31,50,50.00 U,118-2026-10-004975-00-11,51,11,data\Series - Descripciones.xlsx,Hoja2,16882,23477,1,17045,17056,
DA-EVAL-V02-00008,evaluacion,118-2026-10-004975-00-12,118-2026-10-004975-00,12,87,8708,870880,87088020,87.08.80.20.00,- - Amortiguadores y sus partes,"Amortiguador, S/M, MDS110-65",Amortiguador MDS110-65,Shock absorber MDS110-65 // Cod: 4110706317,Permite mantener la estabilidad de cabina,Acero // Componente repuesto para maquinaria minera,"Amortiguador, S/M, MDS110-65 Amortiguador MDS110-65 Shock absorber MDS110-65 // Cod: 4110706317 Permite mantener la estabilidad de cabina Acero // Componente repuesto para maquinaria minera",2026-01-05,FISICO,MARITIMA DEL CALLAO 118,CONCRETEC LOGISTIC SOCIEDAD ANONIMA CERRADA 8548,4-20613495232 LGMG MAQUINARIAS S.A.C.,AV. GUARDIA CIVIL NRO. 1321 INT. 504 LIMA - LIMA - SURQUILLO,10291,0,10291,00:00:00,135911,0,0,0,,2:PAGO A CREDITO,0,0,0,540,099:OTROS,13958,0,13958,111662,0,111662,0,0,0,0,0,0,0,0,0,0,0,0,2025-3280,0,SKY AIRLINE PERU S.A.C.5074,2026-01-07,DP WORLD CALLAO S.R.L. 4004,0-,546,NORMAL 1,96821.35,101782,225,21779.15,17053,0,679543.9,7500,549.64,687593.54,0,002BANCO DE CREDITO DEL PERU,0,PK,0-,- - -,10,2025-12-05,2026-01-16,6.89,624.4,QGD2362576A,101.09,12.64,0,624.4,0,CN-CHINA,CN-CHINA,93.52,88.96,CNTAO-QINGDAO,0.5,U,0-,0-,2999-12-31,40,40.00 U,118-2026-10-004975-00-12,51,12,data\Series - Descripciones.xlsx,Hoja2,16882,23477,1,17057,17068,
DA-EVAL-V02-00009,evaluacion,118-2026-10-004975-00-123,118-2026-10-004975-00,123,87,8708,870840,87084090,87.08.40.90.00,"DEMAS CAJAS DE CAMBIO Y SUS PARTES, EXCL. MECANICOS","Palanca de cambios DC120, S/M, S/M",Palanca de cambios DC120,Shift lever DC120 // Cod: 4110705161,Componente de palanca de cambios,Plástico // Componente repuesto para maquinaria minera,"Palanca de cambios DC120, S/M, S/M Palanca de cambios DC120 Shift lever DC120 // Cod: 4110705161 Componente de palanca de cambios Plástico // Componente repuesto para maquinaria minera",2026-01-05,FISICO,MARITIMA DEL CALLAO 118,CONCRETEC LOGISTIC SOCIEDAD ANONIMA CERRADA 8548,4-20613495232 LGMG MAQUINARIAS S.A.C.,AV. GUARDIA CIVIL NRO. 1321 INT. 504 LIMA - LIMA - SURQUILLO,10291,0,10291,00:00:00,135911,0,0,0,,2:PAGO A CREDITO,0,0,0,540,099:OTROS,13958,0,13958,111662,0,111662,0,0,0,0,0,0,0,0,0,0,0,0,2025-3280,0,SKY AIRLINE PERU S.A.C.5074,2026-01-07,DP WORLD CALLAO S.R.L. 4004,0-,546,NORMAL 1,96821.35,101782,225,21779.15,17053,0,679543.9,7500,549.64,687593.54,0,002BANCO DE CREDITO DEL PERU,0,PK,0-,- - -,10,2025-12-05,2026-01-16,61.8,5599.4,QGD2362576A,906.52,113.31,0,5599.4,0,CN-CHINA,CN-CHINA,838.67,797.8,CNTAO-QINGDAO,4.52,U,0-,0-,2999-12-31,20,20.00 U,118-2026-10-004975-00-123,51,123,data\Series - Descripciones.xlsx,Hoja2,16882,23477,1,18389,18400,
DA-EVAL-V02-00010,evaluacion,118-2026-10-004975-00-125,118-2026-10-004975-00,125,87,8708,870840,87084090,87.08.40.90.00,"DEMAS CAJAS DE CAMBIO Y SUS PARTES, EXCL. MECANICOS","Montaje izquierdo de la caja d, S/M, S/M",Montaje izquierdo de la caja de cambios,Transmission LH mount wldmt // Cod: 27050121021,"Sostener transmisión, absorber vibraciones, mantener alineación",Acero // Componente repuesto para maquinaria minera,"Montaje izquierdo de la caja d, S/M, S/M Montaje izquierdo de la caja de cambios Transmission LH mount wldmt // Cod: 27050121021 Sostener transmisión, absorber vibraciones, mantener alineación Acero // Componente repuesto para maquinaria minera",2026-01-05,FISICO,MARITIMA DEL CALLAO 118,CONCRETEC LOGISTIC SOCIEDAD ANONIMA CERRADA 8548,4-20613495232 LGMG MAQUINARIAS S.A.C.,AV. GUARDIA CIVIL NRO. 1321 INT. 504 LIMA - LIMA - SURQUILLO,10291,0,10291,00:00:00,135911,0,0,0,,2:PAGO A CREDITO,0,0,0,540,099:OTROS,13958,0,13958,111662,0,111662,0,0,0,0,0,0,0,0,0,0,0,0,2025-3280,0,SKY AIRLINE PERU S.A.C.5074,2026-01-07,DP WORLD CALLAO S.R.L. 4004,0-,546,NORMAL 1,96821.35,101782,225,21779.15,17053,0,679543.9,7500,549.64,687593.54,0,002BANCO DE CREDITO DEL PERU,0,PK,0-,- - -,10,2025-12-05,2026-01-16,2.04,185.64,QGD2362576A,30.05,3.76,0,185.64,0,CN-CHINA,CN-CHINA,27.8,26.45,CNTAO-QINGDAO,0.15,U,0-,0-,2999-12-31,2,2.00 U,118-2026-10-004975-00-125,51,125,data\Series - Descripciones.xlsx,Hoja2,16882,23477,1,18413,18424,
